id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,zeit,wassermenge,wassersumme
_u69pn4ffv,13.291979999999999,52.51242,"Berg-Ahorn, Weiss-Ahorn",AHORN,Horstweg,32,02093,1984.0,35,Charlottenburg-Wilmersdorf,2020-06-01 21:12:04.842082+00,25,25
_u6jl4w7si,13.423520000000002,52.54342,Spitz-Ahorn,AHORN,Senefelderstraße,undefined,42683,1993.0,26,Pankow,2020-06-07 11:13:40.165818+00,10,20
_u77gak7w4,13.43072,52.536,"Berg-Ahorn, Weiss-Ahorn",AHORN,Chodowieckistraße,undefined,40515,1985.0,34,Pankow,2020-05-19 10:57:47.397307+00,10,30
_u77tz8op0,13.3719,52.55231,Fächerblattbaum,GINKGO,Gottschedstraße,29,369500,2015.0,4,Mitte,2020-09-02 13:26:48.571562+00,50,150
_u7q8ga0ua,13.40194,52.489830000000005,Kaiser-Linde,LINDE,Gneisenaustraße,undefined,01588,2012.0,7,Friedrichshain-Kreuzberg,2020-05-30 16:02:39.62573+00,50,100
_u86p81rlj,13.46398,52.527530000000006,Spitz-Ahorn,AHORN,Erich-Kuttner-Straße,undefined,19SB10,1989.0,30,Lichtenberg,2020-07-22 17:50:47.60317+00,50,240
_u8iho0x6z,13.375729999999999,52.53935,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Neue Hochstraße,6,373530,1989.0,30,Mitte,2020-06-01 17:29:26.638861+00,10,10
_u8vsb7uvo,13.44325,52.4803,Winter-Linde,LINDE,Sonnenallee,127,16253,1982.0,37,Neukölln,2020-06-12 12:47:50.898425+00,25,25
_u98issmuk,13.42777,52.489619999999995,Winter-Linde,LINDE,Friedelstraße,15,1381,1980.0,39,Neukölln,2020-06-03 19:37:09.681756+00,10,10
_u9bxyp6x0,13.42177,52.56765,"Eberesche, Mehlbeere",MEHLBEERE,Kissingenplatz,undefined,41554,2016.0,3,Pankow,2020-05-28 18:30:42.598035+00,5,330
_u9dak9fge,13.432129999999999,52.50111,Rot-/Weißdorn,WEIßDORN,Muskauer Straße,undefined,03161,1979.0,40,Friedrichshain-Kreuzberg,2020-08-11 12:51:45.770664+00,50,50
_u9jnm2i46,13.3861,52.438790000000004,Winter-Linde,LINDE,Friedenstraße,22,1384,1963.0,56,Tempelhof-Schöneberg,2020-10-12 13:28:55.495779+00,50,50
_ua2jdxwer,13.3891,52.52599,Holländische Linde,LINDE,Oranienburger Straße,46,187200,1985.0,34,Mitte,2020-09-16 20:37:13.763058+00,10,10
_ub3va7b7r,13.52715,52.48434,"Berg-Ahorn, Weiss-Ahorn",AHORN,Godesberger Straße,undefined,31SB09,1983.0,36,Lichtenberg,2020-05-19 09:31:10.2944+00,50,50
_ub5yjybcb,13.43144,52.501290000000004,Linde,LINDE,Eisenbahnstraße,undefined,01107,1972.0,47,Friedrichshain-Kreuzberg,2020-07-08 16:50:56.729769+00,50,50
_ub7q8xm0g,13.449720000000001,52.44838000000001,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,46,1414,2012.0,7,Neukölln,2020-05-21 09:36:39.162398+00,25,25
_ubnc5fes2,13.349739999999999,52.50181,Silber-Linde,LINDE,Courbièrestraße,5,17900,1986.0,33,Tempelhof-Schöneberg,2020-06-03 17:54:02.600579+00,50,210
_ubrnpzxd8,13.44219,52.47866,Japanischer Schnurbaum,undefined,Geygerstraße,0,1549,1980.0,39,Neukölln,2020-05-19 13:28:20.975858+00,50,1800
_ubrwel4ck,13.467620000000002,52.496280000000006,Spitz-Ahorn,AHORN,Glasbläserallee,undefined,08747,2009.0,10,Friedrichshain-Kreuzberg,2020-06-03 19:17:39.786463+00,5,5
_uc8gptmao,13.3292,52.480219999999996,Holländische Linde,LINDE,Tübinger Straße,4A,04562,1965.0,54,Charlottenburg-Wilmersdorf,2020-08-11 16:13:51.08073+00,50,50
_uc9v69cwe,13.400179999999999,52.54701,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,undefined,undefined,70802,2002.0,17,Pankow,2020-08-12 11:39:41.88111+00,10,260
_ucassr2ib,13.31512,52.4467,Winter-Linde,LINDE,Hindenburgdamm,79,2002,1965.0,54,Steglitz-Zehlendorf,2020-08-10 11:31:24.697485+00,5,10
_ucud4ukaj,13.372110000000001,52.55399,Silber-Linde 'Szeleste',LINDE,Exerzierstraße,29,30588,2016.0,3,Mitte,2020-06-04 15:15:00.918263+00,50,600
_ud3pi9u1s,13.387570000000002,52.52994,Zweigriffliger Weissdorn,WEIßDORN,Eichendorffstraße,19,171600,1999.0,20,Mitte,2020-08-16 20:32:08.008612+00,50,50
_udemucfx8,13.32386,52.521330000000006,Winter-Linde 'Greenspire',LINDE,Helmholtzstraße,6,01929,2015.0,4,Charlottenburg-Wilmersdorf,2020-05-27 09:01:29.52997+00,10,120
_udg6e5uzy,13.41753,52.5562,Esche,ESCHE,Eschengraben,19,40768,2017.0,2,Pankow,2020-06-28 09:42:23.151168+00,25,25
_udyarhdc0,13.458110000000001,52.550340000000006,Kleinkronige Winter-Linde,LINDE,Pistoriusstraße,undefined,42262,2006.0,13,Pankow,2020-08-16 18:40:46.199462+00,10,60
_ueh6xc7fb,13.33089,52.477109999999996,Robinie,ROBINIE,Varziner Platz,3,17785,2004.0,15,Tempelhof-Schöneberg,2020-08-29 14:20:25.568999+00,50,100
_uerku7qms,13.468879999999999,52.51778,Winter-Linde,LINDE,Voigtstraße,undefined,VOIGT,1999.0,20,Friedrichshain-Kreuzberg,2020-07-19 20:10:16.55449+00,25,25
_ufc57n8f0,13.400689999999999,52.587180000000004,Holländische Linde,LINDE,Uhlandstraße,undefined,43365,1949.0,70,Pankow,2020-05-21 12:57:45.639355+00,10,35
_ufh4baj7l,13.512870000000001,52.50649,Sommer-Linde,LINDE,undefined,undefined,24GA16,2002.0,17,Lichtenberg,2020-06-22 08:25:05.541062+00,10,170
_ufp3xbpex,13.31364,52.47129,Ahornblättrige Platane,PLATANE,Rüdesheimer Straße,GEGÜ.21,03815,1936.0,83,Charlottenburg-Wilmersdorf,2020-05-22 07:37:34.313837+00,25,25
_ug1slme3j,13.39799,52.537169999999996,Pyramiden-Hainbuche,HAINBUCHE,Rheinsberger Straße,13,189400,2014.0,5,Mitte,2020-06-01 09:09:06.788424+00,50,100
_ugbbc5qlv,13.529179999999998,52.490719999999996,Säulen-Rot-Ahorn,AHORN,Rheinpfalzallee,undefined,31SB24,2017.0,2,Lichtenberg,2020-05-22 08:07:43.123292+00,50,50
_ugd6t7qit,13.33288,52.49519,Amerikanische Rot-Eiche,EICHE,Nachodstraße,16,03166,1983.0,36,Charlottenburg-Wilmersdorf,2020-06-03 09:11:52.945731+00,50,50
_ughpcqhau,13.18675,52.527480000000004,Winter-Linde,LINDE,Seeburger Straße,23,04106-Str,1986.0,33,Spandau,2020-08-04 06:43:38.117246+00,10,40
_uglq9d9ix,13.31516,52.46199,Gewöhnliche Esche,ESCHE,Flemmingstraße,19,001298,1945.0,74,Steglitz-Zehlendorf,2020-07-05 06:49:39.98034+00,10,20
_uh7e5owda,13.471570000000002,52.517030000000005,Scheinakazie 'Bessoniana',ROBINIE,undefined,undefined,60114,1995.0,24,Friedrichshain-Kreuzberg,2020-05-22 05:26:50.168615+00,10,160
_uh93ra9v1,13.37468,52.48896,Dreidorniger Lederhülsenbaum,GLEDITSCHIE,Kreuzbergstraße,undefined,02586,1977.0,42,Friedrichshain-Kreuzberg,2020-08-18 09:17:24.258888+00,50,50
_uhd91l3yg,13.33216,52.42975,Resista Ulme 'Regal',ULME,Lankwitzer Straße,17,2707,2016.0,3,Steglitz-Zehlendorf,2020-07-22 17:16:03.126409+00,50,75
_uhh4e6p25,13.36917,52.4899,Sommer-Linde,LINDE,Hochkirchstraße,14,17678,1950.0,69,Tempelhof-Schöneberg,2020-08-16 20:08:45.23741+00,5,155
_uhk1qpiqy,13.408270000000002,52.53035,Säulenzierkirsche,undefined,Lottumstraße,undefined,41828,1997.0,22,Pankow,2020-05-19 18:28:07.545604+00,50,460
_ui2cr5b78,13.308320000000002,52.51022,Rotblühende Rosskastanie,ROSSKASTANIE,Schillerstraße,34,03948,1976.0,43,Charlottenburg-Wilmersdorf,2020-05-26 12:31:00.485718+00,5,15
_ui3ogrx7h,13.352179999999999,52.49337,Sommer-Linde,LINDE,Frankenstraße,13,17668,1997.0,22,Tempelhof-Schöneberg,2020-05-22 20:07:07.991725+00,25,125
_uico0k6u3,13.4783,52.492169999999994,Sumpf-Eiche,EICHE,Tunnelstraße,undefined,TUNNELST,2000.0,19,Friedrichshain-Kreuzberg,2020-08-06 07:17:20.369104+00,50,300
_uidr6tpcq,13.52314,52.45243000000001,Pyramiden-Hainbuche,HAINBUCHE,Köllnische Straße,undefined,050164,2000.0,19,Treptow-Köpenick,2020-06-03 18:01:05.417867+00,50,225
_uinxvcwcg,13.366829999999998,52.50108,Spitz-Ahorn 'Peters Grüne',AHORN,Körnerstraße,11,243200,2008.0,11,Mitte,2020-05-22 08:17:40.049841+00,50,300
_uirsqohqq,13.405610000000001,52.50996,Säulenförmiger Spitz-Ahorn,AHORN,Neue Grünstraße,28,185600,1997.0,22,Mitte,2020-06-25 07:24:03.52019+00,5,80
_uisyaruq8,13.37938,52.4587,Amerikanische Rot-Eiche,EICHE,Friedrich-Wilhelm-Straße,29,1404,1942.0,77,Tempelhof-Schöneberg,2020-05-19 11:18:56.600831+00,25,25
_ujon9noxr,13.375570000000002,52.538709999999995,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Neue Hochstraße,52,373530,1968.0,51,Mitte,2020-06-01 17:35:00.021582+00,5,5
_ujy2xm1tc,13.262,52.510619999999996,Blumen-Esche,ESCHE,Länderallee,13,02675,1960.0,59,Charlottenburg-Wilmersdorf,2020-08-06 11:14:52.187522+00,10,10
_uk7zse47l,13.480179999999999,52.503080000000004,Zweigriffliger Weissdorn,WEIßDORN,Türrschmidtstraße,undefined,,2001.0,18,Lichtenberg,2020-05-31 21:22:21.793652+00,25,25
_ukm03pdbj,13.34786,52.46552,Sand-Birke,BIRKE,Grazer Damm,166,17681,2008.0,11,Tempelhof-Schöneberg,2020-06-27 17:46:55.119836+00,50,100
_ukmujjasj,13.37829,52.49211,Kaiser-Linde,LINDE,Yorckstraße,undefined,04977,2013.0,6,Friedrichshain-Kreuzberg,2020-06-11 11:07:58.764903+00,50,775
_uktqtb3jz,13.320429999999998,52.48035,Winter-Linde,LINDE,Blissestraße,51,00610,1966.0,53,Charlottenburg-Wilmersdorf,2020-05-25 10:35:58.039675+00,25,105
_ul5yetvm4,13.485660000000001,52.5027,Krim-Linde,LINDE,Lückstraße,undefined,24SB26,2007.0,12,Lichtenberg,2020-06-20 12:50:57.661629+00,10,10
_ul7ea13yh,13.292829999999999,52.51249,Schwedische Mehlbeere,MEHLBEERE,Horstweg,9/10,02093,2014.0,5,Charlottenburg-Wilmersdorf,2020-06-19 20:19:03.333785+00,25,700
_ul8ps8v19,13.300270000000001,52.51825,Winter-Linde 'Greenspire',LINDE,Kaiser-Friedrich-Straße,103,02288,2001.0,18,Charlottenburg-Wilmersdorf,2020-06-01 07:52:11.300135+00,25,500
_ulcdljp88,13.42518,52.54339,Baum-Hasel,HASEL,Stargarder Straße,undefined,42762,1990.0,29,Pankow,2020-08-06 19:17:26.74944+00,25,25
_ulidjfy6s,13.49964,52.50051,Weisser Maulbeerbaum,MAULBEERE,undefined,undefined,28GA37,2008.0,11,Lichtenberg,2020-06-13 09:06:25.330367+00,25,40
_ulobjv24m,13.331570000000001,52.46385,Borstige Robinie,ROBINIE,Schöneberger Straße,8,003999,1970.0,49,Steglitz-Zehlendorf,2020-05-26 20:36:18.444404+00,10,10
_um0dkn93d,13.276670000000001,52.432790000000004,Sommer-Linde,LINDE,Sundgauer Straße,142,4386,1965.0,54,Steglitz-Zehlendorf,2020-06-26 20:13:15.494729+00,25,150
_um89o10sp,13.40015,52.52965,Winter-Linde,LINDE,Torstraße,129,194800,1969.0,50,Mitte,2020-08-14 20:22:53.916616+00,50,50
_ume4uhgw7,13.425310000000001,52.54768000000001,Spitz-Ahorn 'Cleveland',AHORN,Dunckerstraße,undefined,40647,2000.0,19,Pankow,2020-08-14 18:00:09.085616+00,10,10
_umf3p0wxy,13.38592,52.48661,Silber-Linde,LINDE,Mehringdamm,undefined,03026,1975.0,44,Friedrichshain-Kreuzberg,2020-08-17 09:50:12.482742+00,50,50
_umhywh5rs,13.3636,52.5437,Spitz-Ahorn 'Emerald Queen',AHORN,Müllerstraße,163,30583,1979.0,40,Mitte,2020-08-12 11:59:30.841236+00,10,10
_uml6dq7js,13.398539999999999,52.54512,Winter-Linde,LINDE,Graunstraße,33,30602,1995.0,24,Mitte,2020-09-16 07:34:14.910785+00,5,10
_un8jztbus,13.270579999999999,52.51165,Spitz-Ahorn,AHORN,Stormstraße,4,04348,1995.0,24,Charlottenburg-Wilmersdorf,2020-05-22 04:49:51.129543+00,25,25
_undr9cqvo,13.478029999999999,52.50311,Spitz-Ahorn 'Olmstedt',AHORN,Spittastraße,undefined,23SB12,2006.0,13,Lichtenberg,2020-09-14 16:51:32.937466+00,50,120
_unkl9s296,13.43484,52.47189,Linde,LINDE,Ilsestraße,11,2146,1998.0,21,Neukölln,2021-05-01 09:07:18.163474+00,10,10
_uno00mtt2,13.299779999999998,52.51144,Winter-Linde,LINDE,Fritschestraße,31,01410,1977.0,42,Charlottenburg-Wilmersdorf,2020-07-07 19:00:17.34962+00,50,50
_up4f2i6qo,13.399270000000001,52.543009999999995,Winter-Linde,LINDE,Graunstraße,42,30602,1982.0,37,Mitte,2020-08-12 17:05:22.32434+00,5,35
_up5tsq2ug,13.39321,52.49389,Chinesische Wild-Birne,BIRNE,Solmsstraße,undefined,04212,2007.0,12,Friedrichshain-Kreuzberg,2020-05-20 17:19:08.755277+00,10,10
_upko2tw0y,13.2771,52.432359999999996,Spitz-Ahorn,AHORN,Sundgauer Straße,undefined,004386,2011.0,8,Steglitz-Zehlendorf,2020-06-26 21:37:05.882476+00,10,80
_uqef9m8a5,13.334220000000002,52.47243,Spitz-Ahorn,AHORN,Niedstraße,38,17839,1993.0,26,Tempelhof-Schöneberg,2020-07-05 17:07:19.945695+00,50,50
_uqgfhrdtx,13.32645,52.42394,Sommer-Linde,LINDE,Auguststraße,undefined,000372,1988.0,31,Steglitz-Zehlendorf,2020-06-24 06:45:32.335529+00,25,375
_ur1bptw8g,13.4111,52.542730000000006,Hainbuche,HAINBUCHE,undefined,undefined,70553,1985.0,34,Pankow,2020-05-23 16:03:52.388058+00,25,75
_ur2r4ldqb,13.3243,52.47257,Krim-Linde,LINDE,Wilhelmshöher Straße,9,17806,1965.0,54,Tempelhof-Schöneberg,2020-05-21 15:11:04.835587+00,10,20
_ur5y01qad,13.41565,52.49276,Ahornblättrige Platane,PLATANE,Dieffenbachstraße,undefined,00967,1953.0,66,Friedrichshain-Kreuzberg,2020-05-22 16:23:50.945736+00,25,25
_urfe1qpgc,13.47083,52.517219999999995,Krim-Linde,LINDE,undefined,undefined,60114,1971.0,48,Friedrichshain-Kreuzberg,2020-05-22 05:28:05.821301+00,10,60
_urroe96o3,13.38896,52.46049,Kaiser-Linde,LINDE,Albrechtstraße,127,760,1995.0,24,Tempelhof-Schöneberg,2020-09-24 13:38:36.238766+00,10,10
_us0y5686j,13.40039,52.52966,Winter-Linde,LINDE,Torstraße,129,194800,1984.0,35,Mitte,2020-08-14 20:22:43.334337+00,50,50
_usa1ihdhp,13.20907,52.571580000000004,Zweigriffliger Weissdorn,WEIßDORN,Aspenweg,undefined,00356-Str,1985.0,34,Spandau,2020-05-20 06:37:53.658719+00,25,25
_ush3elcti,13.62434,52.455119999999994,Kleinkronige Winter-Linde,LINDE,Lindenallee,undefined,110844,2006.0,13,Treptow-Köpenick,2020-05-25 14:56:29.988434+00,50,50
_ush9imfd2,13.32731,52.47696,Spitz-Ahorn,AHORN,Südwestkorso,1,17736,2000.0,19,Tempelhof-Schöneberg,2020-06-05 16:17:38.297233+00,50,210
_usj3jw4p3,13.393679999999998,52.5566,Ulme 'Commelin',ULME,Grüntaler Straße,44,369900,2012.0,7,Mitte,2020-06-06 22:02:08.75987+00,50,50
_uszx60iil,13.41221,52.544340000000005,Winter-Linde,LINDE,Schönhauser Allee,undefined,42616,1994.0,25,Pankow,2020-06-25 08:10:29.697442+00,10,10
_ut5rkt630,13.429929999999999,52.50046,Linde,LINDE,Lausitzer Platz,undefined,07050,1957.0,62,Friedrichshain-Kreuzberg,2020-07-12 12:01:17.946279+00,50,50
_utezlgmyi,13.43711,52.46604,Silber-Linde,LINDE,Kranoldplatz,0,7045,1955.0,64,Neukölln,2020-08-12 23:51:49.464462+00,50,50
_utj4cx5ti,13.315420000000001,52.461999999999996,Blumen-Esche,ESCHE,Flemmingstraße,7,1298,1970.0,49,Steglitz-Zehlendorf,2020-07-05 06:47:55.20557+00,50,100
_utl68pcv9,13.471979999999999,52.516999999999996,Fächerblattbaum,GINKGO,Pettenkoferstraße,undefined,PETTENKO,2016.0,3,Friedrichshain-Kreuzberg,2020-07-19 20:20:52.862091+00,50,50
_utom7vgp7,13.43115,52.4845,Winter-Linde,LINDE,Donaustraße,9,1000,1980.0,39,Neukölln,2020-06-06 21:24:40.384604+00,50,850
_utu56xtyr,13.46535,52.51059,Kaiser-Linde,LINDE,Weserstraße,undefined,,2013.0,6,Friedrichshain-Kreuzberg,2020-06-28 09:50:55.885414+00,10,55
_utw6mpc12,13.34821,52.54626,Hainbuche,HAINBUCHE,Lütticher Straße,7,372700,1993.0,26,Mitte,2020-08-23 18:05:19.549163+00,50,405
_uu41g5ljz,13.274270000000001,52.42905,Gefuelltblühende Vogelkirsche,undefined,Nienkemperstraße,13,003243,2015.0,4,Steglitz-Zehlendorf,2020-08-17 17:38:57.246651+00,25,25
_uubbd4zmp,13.38052,52.49159,Chinesische Wild-Birne,BIRNE,Hagelberger Straße,undefined,01792,2011.0,8,Friedrichshain-Kreuzberg,2020-07-30 18:49:25.606895+00,50,50
_uud284rjb,13.3191,52.614740000000005,Blutpflaume,undefined,undefined,undefined,01069,2004.0,15,Reinickendorf,2020-06-03 18:19:13.364338+00,25,175
_uuzr41u1w,13.38561,52.477230000000006,Sommer-Linde,LINDE,Tempelhofer Damm,54,4444,1961.0,58,Tempelhof-Schöneberg,2020-05-30 13:58:53.546255+00,25,25
_uv6wb76eq,13.362020000000001,52.48855,Kaiser-Linde,LINDE,Crellestraße,34,17892,1991.0,28,Tempelhof-Schöneberg,2020-08-15 12:37:56.310623+00,50,110
_uva07zhzt,13.26325,52.51152,Winter-Linde,LINDE,Württembergallee,24,04958,1979.0,40,Charlottenburg-Wilmersdorf,2020-08-01 10:20:06.68207+00,50,200
_uvmqkhds8,13.42126,52.50561,Winter-Linde,LINDE,Engeldamm,62,172100,2006.0,13,Mitte,2020-08-09 20:41:58.420521+00,50,150
_uvyw9d87i,13.464020000000001,52.527409999999996,Spitz-Ahorn,AHORN,Erich-Kuttner-Straße,undefined,19SB10,1967.0,52,Lichtenberg,2020-07-22 21:01:19.038805+00,50,140
_uw2m03373,13.433079999999999,52.502759999999995,Chinesische Wild-Birne,BIRNE,Eisenbahnstraße,11,01107,2017.0,2,Friedrichshain-Kreuzberg,2020-08-18 14:02:52.179484+00,50,400
_uw88pwz2v,13.37425,52.45788,Kaiser-Linde,LINDE,Burgemeisterstraße,32,814,1959.0,60,Tempelhof-Schöneberg,2020-08-08 06:06:17.33672+00,50,50
_uwa1kdrd1,13.437479999999999,52.46617,Silber-Linde,LINDE,Kranoldplatz,0,7045,1986.0,33,Neukölln,2020-05-23 18:54:40.284817+00,10,10
_ux2esuqv4,13.3572,52.55141,Japanische Blütenkirsche,undefined,Amsterdamer Straße,12,30569,2016.0,3,Mitte,2020-06-28 09:26:01.287084+00,5,25
_ux2hgz76i,13.41014,52.550219999999996,"Süss-Kirsche,Vogel-Kirsche",undefined,Seelower Straße,undefined,42665,1980.0,39,Pankow,2020-07-25 10:54:28.402934+00,25,25
_ux4ml79u5,13.304120000000001,52.51562,Birken-Pappel,PAPPEL,Haubachstraße,18,01860,1984.0,35,Charlottenburg-Wilmersdorf,2020-06-10 17:50:50.790658+00,5,15
_ux6nn9zqw,13.3119,52.50789,Winter-Linde 'Greenspire',LINDE,Pestalozzistraße,23,03433,2007.0,12,Charlottenburg-Wilmersdorf,2020-05-28 19:16:36.5497+00,25,415
_uxf1vpu1b,13.3465,52.486940000000004,Sommer-Linde,LINDE,Wartburgstraße,41,17808,1997.0,22,Tempelhof-Schöneberg,2020-08-09 18:52:55.617917+00,10,120
_uxi0soay7,13.435020000000002,52.53578,Spitz-Ahorn,AHORN,Eugen-Schönhaar-Straße,undefined,43501,1984.0,35,Pankow,2020-05-23 15:55:49.094+00,25,35
_uxjw5gnu3,13.24704,52.43938000000001,Winter-Linde,LINDE,Fischerhüttenstraße,44,001286,2013.0,6,Steglitz-Zehlendorf,2020-07-23 20:17:30.912191+00,50,150
_uxkagveqi,13.30013,52.48998,Krim-Linde,LINDE,Seesener Straße,4,04118,1975.0,44,Charlottenburg-Wilmersdorf,2020-06-24 18:22:54.690728+00,50,60
_uy38zluh4,13.378779999999999,52.45925,"Sommer-Eiche, Stiel-Eiche",EICHE,Friedrich-Franz-Straße,14,1388,1962.0,57,Tempelhof-Schöneberg,2020-08-06 19:36:15.239855+00,10,45
_uy4u8ceg8,13.46923,52.49609,Feldahorn 'Elsrijk',AHORN,Krachtstraße,undefined,KRACHTST,2002.0,17,Friedrichshain-Kreuzberg,2020-07-16 18:04:48.469639+00,50,550
_uy6l60zp0,13.427620000000001,52.48941,Kleinkronige Winter-Linde,LINDE,Friedelstraße,50,1381,2016.0,3,Neukölln,2020-06-03 19:34:48.879702+00,25,25
_uyc5lhrm5,13.224960000000001,52.43655,Sommer-Linde,LINDE,Bergengruenstraße,29,002677,1950.0,69,Steglitz-Zehlendorf,2020-07-18 07:34:57.080656+00,50,50
_uyiqjpm55,13.45149,52.50298000000001,Echter Rotdorn,WEIßDORN,Ehrenbergstraße,20,,2009.0,10,Friedrichshain-Kreuzberg,2020-08-20 21:35:59.189368+00,10,40
_uyqicrhsr,13.345479999999998,52.55766,Gemeine Rosskastanie,ROSSKASTANIE,Edinburger Straße,59,30564,1939.0,80,Mitte,2020-08-17 11:29:52.814317+00,50,255
_uyry91qhd,13.402829999999998,52.56364,Sommer-Linde,LINDE,Heynstraße,undefined,41301,1999.0,20,Pankow,2020-06-10 14:48:21.451736+00,50,250
_uzr2luxzg,13.32386,52.52145,Winter-Linde 'Erecta',LINDE,Helmholtzstraße,33,01929,2015.0,4,Charlottenburg-Wilmersdorf,2020-05-27 09:01:09.217951+00,10,135
_uzvm593kf,13.33024,52.485040000000005,Holländische Linde,LINDE,Wilhelmsaue,138,04868,1970.0,49,Charlottenburg-Wilmersdorf,2020-08-06 17:02:11.414745+00,10,70
_uzxbwczmw,13.33245,52.47164,Sand-Birke,BIRKE,Renée-Sintenis-Platz,31,17776,1995.0,24,Tempelhof-Schöneberg,2020-06-14 15:10:06.638233+00,50,50
_v05in4iy2,13.396220000000001,52.53689,Pyramiden-Hainbuche,HAINBUCHE,Rheinsberger Straße,8,189400,2012.0,7,Mitte,2020-08-30 17:40:12.116772+00,10,10
_v0vradzyf,13.40499,52.38722,Krim-Linde,LINDE,Mellener Straße,30,3774,1975.0,44,Tempelhof-Schöneberg,2021-04-14 10:04:35.350427+00,25,175
_v0ya0eqfo,13.318660000000001,52.51645,"Berg-Ahorn, Weiss-Ahorn",AHORN,Kohlrauschstraße,undefined,02531,1979.0,40,Charlottenburg-Wilmersdorf,2020-08-09 15:59:46.502585+00,10,30
_v0zysgm6g,13.53075,52.47691999999999,Chinesische Wild-Birne,BIRNE,Lisbeth-Stern-Straße,undefined,32SB24,2008.0,11,Lichtenberg,2020-08-03 14:19:58.003634+00,50,250
_v1mdxf83r,13.468910000000001,52.51789,Winter-Linde,LINDE,Voigtstraße,undefined,VOIGT,1999.0,20,Friedrichshain-Kreuzberg,2020-07-19 20:10:22.175373+00,25,25
_v1onzh80j,13.398439999999999,52.545269999999995,Sommer-Linde,LINDE,Graunstraße,32,30602,1955.0,64,Mitte,2020-09-16 07:34:27.800732+00,5,15
_v2n8e1ene,13.45556,52.507780000000004,Gleditschie 'Skyline',GLEDITSCHIE,Revaler Straße,15,REVALER,2000.0,19,Friedrichshain-Kreuzberg,2020-07-14 20:09:22.860433+00,25,25
_v2ofb40cj,13.58044,52.45531999999999,Echter Rotdorn,WEIßDORN,Mandrellaplatz,undefined,101694,1990.0,29,Treptow-Köpenick,2020-08-17 21:29:44.0666+00,10,10
_v2uebv7wi,13.410429999999998,52.55155,Hainbuche,HAINBUCHE,Seelower Straße,undefined,42665,1980.0,39,Pankow,2020-06-06 11:19:24.738643+00,50,250
_v35oopeyo,13.35244,52.48836,Trauben-Eiche,EICHE,Merseburger Straße,8,17705,2003.0,16,Tempelhof-Schöneberg,2020-05-21 12:44:09.851269+00,25,70
_v3hdtuykr,13.347370000000002,52.54705,Feld-Ulme,ULME,Lütticher Straße,50,372700,1960.0,59,Mitte,2020-06-22 20:36:31.571063+00,10,35
_v3m2nya3w,13.37045,52.55112,Winter-Linde 'Greenspire',LINDE,Gottschedstraße,36,369500,2003.0,16,Mitte,2020-09-23 11:26:22.507685+00,50,150
_v3mdpiz8n,13.419789999999999,52.57297,Winter-Linde,LINDE,Mendelstraße,undefined,41943,1987.0,32,Pankow,2020-05-19 18:59:30.558215+00,25,25
_v3t5ld731,13.33935,52.49126999999999,Sommer-Linde,LINDE,Landshuter Straße,27,17854,1987.0,32,Tempelhof-Schöneberg,2020-05-24 12:27:10.72439+00,50,1050
_v3u7ud2vd,13.434970000000002,52.46833,Gemeine Rosskastanie,ROSSKASTANIE,Siegfriedstraße,10,4168,1970.0,49,Neukölln,2020-06-01 22:22:25.14452+00,10,35
_v47yi36jh,13.448189999999999,52.492740000000005,Ahornblättrige Platane,PLATANE,Kiefholzstraße,undefined,10294,2019.0,0,Treptow-Köpenick,2020-06-14 18:12:58.092098+00,5,20
_v48jtmq13,13.432070000000001,52.55195,Winter-Linde,LINDE,Lehderstraße,undefined,41738,1991.0,28,Pankow,2020-08-17 20:37:30.144386+00,50,50
_v4dysqeps,13.42891,52.489709999999995,Winter-Linde,LINDE,Reuterstraße,49,3681,1985.0,34,Neukölln,2020-05-21 12:50:10.779353+00,10,25
_v4kn6se2l,13.28106,52.58565,Winter-Linde,LINDE,Medebacher Weg,3,03023-Str,1950.0,69,Reinickendorf,2020-06-26 22:44:16.43264+00,10,125
_v53pk0kae,13.3692,52.55048000000001,Winter-Linde 'Greenspire',LINDE,Gottschedstraße,42,369500,1995.0,24,Mitte,2020-09-23 11:28:16.77362+00,50,150
_v55byujkh,13.391179999999999,52.50111,Winter-Linde,LINDE,undefined,undefined,50012,1985.0,34,Friedrichshain-Kreuzberg,2020-08-18 12:03:26.39782+00,10,10
_v5q1dsnwp,13.22079,52.586259999999996,Krim-Linde,LINDE,Stößerstraße,16,04341-Str,1939.0,80,Reinickendorf,2020-05-31 13:33:20.80485+00,50,50
_v60uthn62,13.30848,52.496030000000005,Spitz-Ahorn,AHORN,Brandenburgische Straße,22,00699,1977.0,42,Charlottenburg-Wilmersdorf,2020-08-19 14:11:04.098662+00,25,25
_v6myxbueq,13.32647,52.4764,Silber-Ahorn,AHORN,Südwestkorso,73,17736,1951.0,68,Tempelhof-Schöneberg,2020-08-17 07:09:19.292072+00,25,50
